Date,Close,Short_MA,Long_MA,RSI
2000-01-03,0.9994419813156128,0.9994419813156128,0.9994419813156128,
2000-01-04,0.9151790142059326,0.9573104977607727,0.9573104977607727,
2000-01-05,0.9285709857940674,0.9477306604385376,0.9477306604385376,
2000-01-06,0.8482139706611633,0.922851487994194,0.922851487994194,
2000-01-07,0.888392984867096,0.9159597873687744,0.9159597873687744,
2000-01-10,0.872767984867096,0.9087611536184946,0.9087611536184946,
2000-01-11,0.828125,0.8972417031015668,0.8972417031015668,
2000-01-12,0.7784600257873535,0.8823939934372902,0.8823939934372902,
2000-01-13,0.8638389706611633,0.8803323242399428,0.8803323242399428,
2000-01-14,0.896763026714325,0.8819753944873809,0.8819753944873809,
2000-01-18,0.928013026714325,0.8861606337807395,0.8861606337807395,
2000-01-19,0.9514510035514832,0.8916014979283015,0.8916014979283015,
2000-01-20,1.0133930444717407,0.900970078431643,0.900970078431643,
2000-01-21,0.993861973285675,0.9076052137783596,0.9076052137783596,49.52110171620096
2000-01-24,0.9486610293388367,0.910342268149058,0.910342268149058,45.95557144703121
2000-01-25,1.0022319555282593,0.9160853736102581,0.9160853736102581,57.28968266327424
2000-01-26,0.9838169813156128,0.9200695858282202,0.9200695858282202,54.58762394702935
2000-01-27,0.982142984867096,0.9235181079970466,0.9235181079970466,62.79323383528733
2000-01-28,0.9073659777641296,0.9226679958795246,0.9226679958795246,51.69998265378319
2000-01-31,0.9263389706611633,0.9228515446186065,0.9228515446186065,54.77134116237058
2000-02-01,0.8950889706611633,0.9176338940858841,0.9215295172872997,56.109963893930065
2000-02-02,0.8822540044784546,0.9159876435995102,0.9197442667050795,60.152789697568984
2000-02-03,0.9224330186843872,0.9156807452440262,0.9198611689650494,56.2874551759505
2000-02-04,0.9642860293388367,0.9214843481779098,0.9217122048139572,57.10934701456477
2000-02-07,1.0184149742126465,0.9279854476451874,0.9255803155899048,59.08073358440428
2000-02-08,1.025670051574707,0.9356305509805679,0.9294299208200895,57.70570649365598
2000-02-09,1.005579948425293,0.9445032984018326,0.9322502922128748,49.11160914218049
2000-02-10,1.0133930444717407,0.9562499493360519,0.9351482476506915,52.281586948490165
2000-02-11,0.970982015132904,0.961607101559639,0.9363838948052505,52.624607974046874
2000-02-14,1.0340399742126465,0.9684709489345551,0.9396390974521637,53.65851484795551
2000-02-15,1.0625,0.9751952975988388,0.9436023523730617,58.84561448274864
2000-02-16,1.0189729928970337,0.9785713970661163,0.9459576848894358,53.78434375943552
2000-02-17,1.025670051574707,0.9791852474212647,0.9483732111526259,64.13327517138478
2000-02-18,0.9933040142059326,0.9791573494672775,0.949694705360076,57.7519595400299
2000-02-22,1.0161830186843872,0.9825334489345551,0.9515943714550563,64.29505142745688
2000-02-23,1.0379459857940674,0.9843191504478455,0.9539930274089178,67.99989139746654
2000-02-24,1.0285990238189697,0.9865582525730133,0.9560094056902705,63.21629017561668
2000-02-25,0.9854909777641296,0.986725652217865,0.9567852365343195,52.6315182149939
2000-02-28,1.011160969734192,0.9919154018163681,0.958179486103547,49.03136418293529
2000-02-29,1.0234379768371582,0.9967703521251678,0.9598109483718872,49.70589288620172
2000-03-01,1.1635040044784546,1.0101911038160325,0.9647790716915596,65.81004266491632
2000-03-02,1.089285969734192,1.0205427020788194,0.9677435216449556,56.70613293108642
2000-03-03,1.1428569555282593,1.031563898921013,0.9718159270841021,64.89365867082455
2000-03-06,1.1222100257873535,1.0394600987434388,0.9752339747819033,58.24641761866439
2000-03-07,1.0970979928970337,1.043394249677658,0.9779420640733507,53.256293375507575
2000-03-08,1.089285969734192,1.0465750455856324,0.9803625837616299,57.09468001240367
2000-03-09,1.0915180444717407,1.0508719503879547,0.9827275935639727,56.70456801973502
2000-03-10,1.1227680444717407,1.0563407003879548,0.9856451029578844,63.21190720425419
2000-03-13,1.0831470489501953,1.0619489520788192,0.9876349385903807,56.60793495665644
2000-03-14,1.020089030265808,1.0612514048814774,0.9882840204238892,48.37068341778943
2000-03-15,1.0379459857940674,1.0600237041711806,0.9890541005134582,50.8398002421891
2000-03-16,1.0853790044784546,1.0633440047502518,0.9924581003189087,58.9054685230746
2000-03-17,1.1160709857940674,1.0678640514612199,0.9962081003189087,59.27019013997418
2000-03-20,1.098214030265808,1.0731095522642136,1.0012081015110015,56.542933729205295
2000-03-21,1.2047990560531616,1.0825403541326524,1.007536222934723,53.8382222261618
2000-03-22,1.2873879671096802,1.0950124531984329,1.0158286225795745,68.1307183552521
2000-03-23,1.261718988418579,1.1066684514284133,1.024500502347946,61.464009026918184
2000-03-24,1.238281011581421,1.119307953119278,1.0336969220638275,61.134869895686
2000-03-27,1.246093988418579,1.1310546040534972,1.0413420224189758,64.78410927287915
2000-03-28,1.2421879768371582,1.1419921040534973,1.0482505214214326,65.29020435576544
2000-03-29,1.2137279510498047,1.144503301382065,1.0539648199081422,61.61188169681439
2000-03-30,1.1227680444717407,1.1461774051189422,1.0573911607265472,50.0
2000-03-31,1.2126120328903198,1.1496651589870452,1.0613755404949188,60.17549320219627
2000-04-03,1.1902899742126465,1.15306915640831,1.0653041005134583,64.29239697003976
2000-04-04,1.136718988418579,1.1550502061843873,1.0690652596950532,57.82498258529428
2000-04-05,1.1640629768371582,1.1587890565395356,1.0723018801212312,56.43842580860137
2000-04-06,1.1177459955215454,1.1601004540920257,1.0749804604053497,50.1336426647573
2000-04-07,1.176339030265808,1.1627790033817291,1.078864381313324,55.852841614618384
2000-04-10,1.1160709857940674,1.1644252002239228,1.0830384814739227,42.85711269602022
2000-04-11,1.066406011581421,1.1667410492897035,1.0858398222923278,31.21444642371077
2000-04-12,0.9754459857940674,1.1636160492897034,1.0874469625949859,28.095631443797345
2000-04-13,1.0161830186843872,1.16015625,1.0901255428791046,33.44430339185564
2000-04-14,0.9988840222358704,1.15429690182209,1.0916545629501342,31.829371569317686
2000-04-17,1.1060270071029663,1.154687550663948,1.094489382505417,41.31053482995077
2000-04-18,1.1328129768371582,1.1510882467031478,1.096777342557907,44.82514418013601
2000-04-19,1.0814729928970337,1.1407924979925155,1.0978934013843535,47.21802338701685
2000-04-20,1.0613839626312256,1.1307757467031478,1.0990094816684723,38.75517525394511
2000-04-24,1.0758930444717407,1.122656348347664,1.1002594816684723,41.39382369854173
2000-04-25,1.1456470489501953,1.1176340013742447,1.103752782344818,50.65569964204161
2000-04-26,1.0831470489501953,1.1096819549798966,1.1047349238395692,44.34913183000276
2000-04-27,1.1316959857940674,1.1055803567171096,1.1061188435554505,50.97118794973702
2000-04-28,1.1077009439468384,1.1048270016908646,1.1078934025764466,44.979616884268516
2000-05-01,1.1099330186843872,1.099693050980568,1.10957866191864,49.50940074647998
2000-05-02,1.052454948425293,1.0928012996912002,1.1107616806030274,48.898666184337095
